name,company,region,salary_min,salary_max,currency,date,url,requirement,duty
Инженер-программист,"ООО ""БЛС ИНТЕРНЭШНЛ РУ""",Город Москва,80000,95000,«руб.»,,https://trudvsem.ru/vacancy/card/1197746526119/2fffe509-73cf-11f1-a8f3-4b620febf673,,"Разработка, изменение и согласование архитектуры программного обеспечения с системным аналитиком и архитектором программного обеспечения Проектирование структур данных Проектирование баз данных Проектирование программных интерфейсов Оценка и согласование сроков выполнения поставленных задач"
Data Analyst,"Сбербанк России, ПАО",Город Москва,0,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/647fa6f4-ac4e-11f1-a01b-ddd9b695a4be,,"Проект: Цифровые следы (treports). Превращаем сырые данные в понятные инсайты для принятия бизнес-решений. Выступаем связующим звеном между техническими системами и менеджментом, отвечая на вопросы «что произошло?» и «почему это произошло?». Обязанности сбор, очистка и проверка качества данных проведение разведочного анализа ( EDA ) для поиска закономерностей, аномалий и корреляций построение метрик ( KPI/OKR ), анализ данных формирование регулярной отчетности и автоматизация дашбордов проверка продуктовых гипотез с помощью A/B-тестов и статистических методов визуализация результатов и подготовка выводов для стейкхолдеров презентация результатов. Требования продвинутое знание SQL  (оконные функции, CTE, оптимизация запросов) опыт работы с BI-инструментами QlikSense, Навигатор - предпочтительно знание языка программирования Python (библиотеки Pandas, NumPy) или R — для сложной обработки и статистики владение статистикой, основами теории вероятностей, проверкой гипотез, регрессионным анализом понимание ETL/ELT-пайплайнов и архитектуры хранилищ (DWH, Data Lake) опыт работы с ClickHouse, Apache Airflow (написания DAG'ов). Будет плюсом: опыт работы с Apache NiFi и Apache Trino навыки работы с генеративными AI-моделями; опыт создания AI-агентов и использования их в работе будет преимуществом. Условия комфортный современный офис рядом с м.Кожуховская (г Москва, проезд 2-й Южнопортовый, 12Ак1стр1) возможность выбрать удобный график – офис/гибрид ежегодный пересмотр зарплаты и годовая премия более 400 образовательных программ СберУниверситета для профессионального и карьерного развития расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера."
Middle Data Analyst,"Сбербанк России, ПАО",Город Москва,250000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/8e732584-ad17-11f1-9fdd-b1b3beb9d7ff,,"В команду аналитики Блока-Т требуется дата аналитик. Основное направление работы команды - сбор, автоматизация, интерпретация управленческих аналитик блока, а также проведение аналитических исследований. Обязанности подготовка аналитических материалов для руководства реализация data driven-подхода при принятии управленческих решений определение «точек роста» и направления развития продукта формирование KPI и контроль достижения целей аналитическое обоснование методологических решений/ изменений ВНД расчет экономических эффектов ad-hoc аналитика по запросу. Требования опыт работы аналитиком-данных не менее 2 лет (опыт в структуре Банка будет преимуществом) опыт работы с SQL и базовое знание Python (pandas, numpy и др.) умение точно и коротко сформулировать результаты работы и донести до руководства опыт проведения аналитических исследований, составления сводных отчетов опыт автоматизации регулярной аналитики Опыт работы с инструментами визуализации (Qlik Sense, Tableau, АС Навигатор – будет преимуществом). Будет плюсом: практический опыт использования AI-инструментов для решения аналитических задач Excel, PowerPoint – уверенный пользователь опыт работы с метриками опыт работы с внутрибанковскими источниками данных (СМД-подписки, лаборатория данных). Условия гибридный формат работы (адрес офиса улица Поклонная, 3к2) ежегодный пересмотр зарплаты, квартальная и годовая премия корпоративный спортзал и зоны отдыха более 400 образовательных программ СберУниверситета для профессионального и карьерного развития  расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера."
Junior Data Engineer,"Сбербанк России, ПАО",Самарская область,85000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/6e07d504-b1b5-11f1-ba19-c7ed75e88114,,"Ищем инженера данных в команду разметки для машинного обучения. Вам предстоит строить и поддерживать ETL-пайплайны, автоматизирующие движение данных на всех этапах проекта — от получения сырых датасетов от заказчика до финальной отгрузки размеченных результатов аналитикам ML-направления. Если вы хотите развиваться в работе с данными и выстраивать надежную инфраструктуру их поставки, мы обязательно с вами познакомимся. Обязанности разработка и поддержка ETL-процессов разметки данных автоматизация процессов валидации, сбора и конвертации данных, поддержка существующих пайплайнов общение с заказчиком, уточнение технических требований предоставление поддержки внутренним потребителям по техническим вопросам процессов разметки данных. Требования опыт работы - 1+ год в качестве Data Engineer / Data Analyst / ETL Developer уверенное знание основ PostgreSQL умение писать быстрый асинхронный код на python (знание asyncio, pandas, sqlalchemy, apache airflow) знание основных понятий и концепций из области проектирования и построения DWH уверенное понимание работы с терминалом linux. знание git. Будет плюсом: навыки работы с генеративными AI-моделями умение настраивать AI-агентов. Условия комфортный современный офис г. Тольятти, ул Транспортная, 26а возможность перейти на гибридный формат работы ежегодный пересмотр зарплаты и годовая премия корпоративный спортзал и зоны отдыха более 400 образовательных программ СберУниверситета для профессионального и карьерного развития  программа адаптации и помощь руководителя на старте расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера."
Dat-аналитик в финансах (розничные продукты банка),"Сбербанк России, ПАО",Город Москва,300000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/4cadd034-b19c-11f1-81aa-ab6c5d45fbbb,,"Команда казначейства банка реализует стратегический проект по созданию комплексной аналитической системы в финансах банка для кредитов физических лиц. Цель — радикально повысить скорость и качество принятия решений для управления прибыльностью. Чем предстоит заниматься: анализировать данные для проверки гипотез разрабатывать методологию формирования драйверов, прототипировать логику расчетов, подготавливать данные и для Data Science-команд. Вести end-to-end процесс от идеи до реализации проводить валидацию качества данных, согласованности метрик и результатов расчетов выявлять пробелы в данных и нелогичности в выходных результатах и работе моделей участвовать в процессах тестирования, участвовать в проектировании витрин данных подготавливать и анализировать данные для интерактивных отчетов (дашбордов) участвовать в разработке автоматизированных отчетов для регулярного мониторинга оказывать техническую поддержку и проводить оперативный анализ данных по запросам бизнес-пользователей подготавливать документацию по данным и расчетам. Мы ожидаем, что вы: имеете релевантный опыт от 2 лет в роли Data Analyst или BI-аналитика в финансовом секторе, финтехе или риск-менеджменте имеете опыт создания и разработки моделей (финансовых и продуктовых), проектирования расчетных систем, витрин данных или формализации бизнес-правил имеете высшее образование (математика, статистика, информатика, финансы) владеете SQL и Python и имеете уверенный практический опыт работы с большими наборами данных имеете глубокое понимание экономики банковских продуктов, принципов управленческого учета и структуры P L, способны оценивать влияние аналитических моделей на маржинальность бизнеса обладаете пониманием принципов работы ML-моделей, умеете проверять A/B-тесты и сложные многомерные гипотезы имеете навыки создания работающих прототипов (MVP) для демонстрации бизнес-ценности идеи являетесь инициативным, готовым к решению нестандартных задач и эффективной работе в команде используете нейросети в рабочих задачах. Что мы предлагаем: комфортный современный офис рядом с м. Кутузовская ежегодный пересмотр зарплаты, годовую премию корпоративный спортзал и зоны отдыха уникальную систему обучения Сбера для профессионального и карьерного развития расширенный ДМС и льготное страхование для семьи гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписку Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера корпоративную пенсионную программу."
Product Owner (Dynamic Balance Sheet / ALM),"Сбербанк России, ПАО",Город Москва,300000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/7e29a314-ab74-11f1-8911-5f2ee9697035,,"Продукт Динамический баланс Это комплексная ALM-система для управления процентным риском и доходностью в масштабе всего Банка Сбер. Миссия продукта создание единого источника правды для принятия решений по управлению активами и пассивами на основе стохастического моделирования. Проект находится в стадии активного развития модулей. Нам предстоит синхронизировать эконометрические модели со структурой баланса, разработать поведенческие модели (Big Data/ML) и автоматизировать загрузку фактических данных из банковских источников. Главное конкурентное преимущество работы у нас прямое влияние на финансовый результат крупнейшего банка страны через оптимизацию структуры его баланса. На рынке эта позиция выделяется глубокой интеграцией классического финансового моделирования (ALM, IRRBB) с передовыми методами анализа данных. Обязанности Чем предстоит заниматься: созданием архитектуры текущей модели Dynamic Balance Sheet и анализом потребностей бизнес-блоков (КИБ, Розница) развитием функционала модулей расчета, постановкой задач на загрузку данных из ЦХД/MIS внедрение ML-моделей прогнозирования ставок и валютных курсов. актуализациией ВНД/ОРД под новые процессы управлением развития ядра DSB, инфраструктурной синхронизацией витрин данных Мы ждем что, вы: имеете опыт от 3 5 лет в роли PO или Senior Business Analyst. Опыт управления проектами планирования, прогнозирования и понимаетм ALM обладаете навыками Power BI или Tableau, Jira. имеете знания Asset-Liability Management (ALM), IRRBB, Funds Transfer Pricing (FTP). имеете опыт самостоятельного построения поведенческих моделей (например, досрочного погашения кредитов или оттока депозитов) имеете высшее финансово-экономическое или техническое образование (с уклоном в математику/анализ данных) умеете использовать нейросети в работе Что мы предлагаем: комфортный современный офис на Кутузовском проспекте 32\3 ежегодный пересмотр зарплаты, годовую премию корпоративный спортзал и зоны отдыха уникальную систему обучения Сбера для профессионального и карьерного развития расширенный ДМС и льготное страхование для семьи гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера корпоративную пенсионную программу."
Главный бизнес-аналитик,"ООО ""ССК ""ЗВЕЗДА""",Приморский край,112800,112800,«руб.»,,https://trudvsem.ru/vacancy/card/1152503000539/7a9d6128-d954-11f0-8fce-2f43d24e31a4,,"Участвовать в подготовке предложений по совершенствованию системы процессного управления Общества. Исполнять функции консультанта и посредника между Владельцами бизнес-процессов, исполнителями бизнес-процессов, бизнес-аналитиками и службами ИТ. Осуществлять моделирование бизнес-процессов в среде моделирования Business Studio. Проводить анализ документации по бизнес-процессам для его последующего совершенствования. Разрабатывать/участвовать в разработке документации по бизнес-процессу (Паспорт бизнес-процесса, регламент бизнес-процесса, матрица ответственности за бизнес-процесс и прочее) и другое."
Ведущий бизнес-аналитик,"ООО ""ССК ""ЗВЕЗДА""",Приморский край,91700,91700,«руб.»,,https://trudvsem.ru/vacancy/card/1152503000539/f816aba8-d66d-11f0-8fce-2f43d24e31a4,,"Участвовать в подготовке предложений по совершенствованию системы процессного управления Общества. Исполнять функции консультанта и посредника между Владельцами бизнес-процессов, исполнителями бизнес-процессов, бизнес-аналитиками и службами ИТ. Осуществлять моделирование бизнес-процессов в среде моделирования Business Studio. Проводить анализ документации по бизнес-процессам для его последующего совершенствования. Разрабатывать/участвовать в разработке документации по бизнес-процессу (Паспорт бизнес-процесса, регламент бизнес-процесса, матрица ответственности за бизнес-процесс и прочее). Осуществлять анализ бизнес-процессов Общества и выявлять возможности по их оптимизации Принимать участие в работах по подготовке программных средств к отладке с точки зрения автоматизируемого бизнес-процесса. Проводить интервью у специалистов с целью определения функционально-технических требований к программным средствам. Собирать данные для анализа функционирования бизнес-процессов, определения их результативности (эффективности)."
Бизнес-аналитик ИТ,"ООО ""РСХБ-ИНТЕХ""",Город Москва,200000,250000,«руб.»,,https://trudvsem.ru/vacancy/card/1167746822946/79b2cbf8-4953-11f1-b4d8-b7a0ba5a93f0,,"Интервьюирование бизнес-заказчика, проведение аналитических обследований. Разработка бизнес-требований по автоматизации: внутрикорпоративных бизнес-процессов, бизнес-процессов управления персоналом и кадровым делопроизводством (HR-системы, единые системы работы сотрудников Банка). Моделирование бизнес-процессов (AS-IS, TO-BЕ). Проектирование пользовательских интерфейсов. Взаимодействие c разработчиками в роли системного аналитикам (или совместно с системными аналитиками). Организация и проведение приемо-сдаточных испытаний,подготовка пользовательской документации. Обучение пользователей. Работа с обращениями пользователей."
Бизнес-аналитик,"ООО ""ПАЛП ИНВЕСТ""",Республика Татарстан (Татарстан),75000,75000,«руб.»,,https://trudvsem.ru/vacancy/card/1111690025512/5d2be1c8-a86b-11f1-8a32-2b6903e6a9c2,,"1. Моделирование бизнес-процессов: Разработка и документирование процессов в нотациях BPMN в системе Бизнес Студия . 2. Разработка документации: Создание внутренней нормативной документации (Положения, Должностные инструкции, Регламенты), описание процедур. 3. Разработка регламентов взаимодействия: Прописывание четких процессов между подразделениями компании."
Бизнес аналитик,"ООО ""МЕДИАЛАЙН""",Брянская область,34500,100000,«руб.»,,https://trudvsem.ru/vacancy/card/1143256012129/3a21f0b9-a6aa-11f1-8a32-2b6903e6a9c2,,"Бизнес-аналитик должен иметь высшее образование в области экономики, математического анализа и практические технические навыки понимания бизнес-процессов, сбора и анализа требований и владение инструментами моделирования процессов. Технические навыки Моделирование процессов: знание нотаций BPMN, UML или EPC для описания бизнес-процессов. Работа с требованиями: умение собирать, описывать и документировать функциональные и нефункциональные требования, составлять ТЗ, User Stories и Use Cases. Анализ данных и SQL: базовый или уверенный уровень SQL для выборок из баз данных, навыки анализа данных. Методологии разработки: понимание принципов Agile, Scrum или Kanban, а также жизненного цикла ПО (SDLC). Инструменты: владение программами для прототипирования и схем (Confluence, Jira, Miro, Visio, Draw.io). Личные качества (Soft Skills"
Аналитик бизнес-процессов,"ООО ""БФТ.ЦР""",Город Москва,40000,40000,«руб.»,,https://trudvsem.ru/vacancy/card/1127604018035/3f79e878-7530-11f1-8cac-592f72d140bc,,"Выявлять функциональные и нефункциональные требования Разрабатывать и поддерживать в актуальном состоянии проектную документацию Разрабатывать спецификации требований, объектные модели, алгоритмы Собирать требования к развитию продукта (требования заказчика, пользователей, экспертная оценка необходимых доработок) Настраивать исполняемые бизнес-процессы в веб-интерфейсе Проводить бизнес-аналитику по каждому из реализуемых процессов Создавать бизнес-постановки Взаимодействовать с руководителем проекта, командами аналитиков, дизайнеров, разработки и тестирования на всех этапах проекта Проводить вебинары, обучения по продукту, демонстрировать функционал заказчику Проводить функциональное тестирование"
Старший бизнес-аналитик,"ООО ""ССК ""ЗВЕЗДА""",Приморский край,86000,86000,«руб.»,,https://trudvsem.ru/vacancy/card/1152503000539/1f069a20-cf13-11f0-9e6d-7f84843aeb6f,,"Участвовать в подготовке предложений по совершенствованию системы процессного управления Общества. Исполнять функции консультанта и посредника между Владельцами бизнес-процессов, исполнителями бизнес-процессов, бизнес-аналитиками и службами ИТ. Принимать участие в работах по подготовке программных средств к отладке с точки зрения автоматизируемого бизнес-процесса. Осуществлять моделирование бизнес-процессов в среде моделирования Business Studio. Проводить анализ документации по бизнес-процессам для его последующего совершенствования."
Бизнес-аналитик,"ООО ""ГАЗИНФОРМСЕРВИС""",Город Санкт-Петербург,113000,113000,«руб.»,,https://trudvsem.ru/vacancy/card/1047833006099/b359ae68-adde-11f1-987b-b1d3bf2d14ab,,"Детальное описание функциональности VM-платформы и векторов атак через Use Cases (акторы, предусловия, основной сценарий, альтернативные сценарии, постусловия, обработки исключений/ошибок); Выявление проблем (болей) пользователей систем (ИБ специалисты, внедрение и т.д.) и их перевод в бизнес-требования и функциональные требования к продукту; Описание (на концептуальном и логическом уровнях) того, что продукт должен делать: как пользователь должен видеть граф атак, как должна происходить фильтрация уязвимостей, какие шаги должен пройти ИБ-специалист от обнаружения бреши до постановки задачи на патчинг (Remediation Workflow); Разработка концептов интерфейсов, интерактивных дашбордов, матриц векторов атак и отчетов. Описание логики поведения элементов интерфейса при различных сценариях действий ИБ-специалиста; Защита спроектированных Use Cases перед Системным аналитиком (СА) для последующего проектирования технических контрактов (API, БД) и архитектуры. Приоритизация бэклога совместно с руководителем направления; Разработка требований к алгоритмам построения графов атак (Attack Path Analysis). Проектирование логики, по которой система должна связывать топологию сети клиента, права доступа и найденные уязвимости в потенциальные цепочки компрометации."
Бизнес аналитик,"ООО ""ХУАМИН СОЛЮКС СЕРВИС ГРУПП""",Город Москва,150000,150000,«руб.»,,https://trudvsem.ru/vacancy/card/1137746446144/8bd98ca9-adcc-11f1-9b06-338bb3104f83,,"Собирать и формализовать требования от китайских стейкхолдеров. Проводить интервью и рабочие встречи (на китайском языке), фиксировать потребности бизнеса, переводить их в понятные задачи для технических и операционных команд. Моделировать бизнес‑процессы. Описывать процессы в нотации BPMN/EPC, выделять узкие места и предлагать варианты оптимизации с учётом локальных особенностей работы в китайской компании. Анализировать данные и готовить отчёты. Выгружать данные (SQL), строить дашборды (Power BI / FineBI / Tableau), рассчитывать метрики эффективности, готовить регулярные и разовые отчёты для руководства. Документировать решения. Вести документацию по требованиям, пользовательским историям, спецификациям и изменениям; обеспечивать понятность материалов для международной команды (при необходимости на двух языках). Сопровождать внедрение изменений. Ставить задачи командам разработки и смежным отделам, участвовать в тестировании, контролировать сроки и качество результата, фиксировать отклонения. Обеспечивать коммуникацию между командами. Выступать связующим звеном между китайскими бизнес‑заказчиками и исполнителями, снимать недопонимания, помогать с интерпретацией требований и результатов. Проводить отраслевую и конкурентную аналитику. Мониторить рынок, тренды и практики в отрасли (с фокусом на китайский рынок), готовить краткие обзоры и рекомендации по адаптации решений."
Бизнес аналитик,"ООО ТК ""ПЕРМСКИЙ""",Пермский край,100000,100000,«руб.»,,https://trudvsem.ru/vacancy/card/1175958025165/aab62ef8-ac30-11f1-9f0e-a574101ccb6b,,"Анализ бизнес-процессов; Сбор, анализ, детализация бизнес-требований; Подготовка и оценка процессно-технологического решения; Разработка и написание требований; Участие в пользовательском тестировании."
Бизнес-аналитик ИТ,"ООО ""ДЖИ-ЭМ-СИ-ЭС ВЕРЭКС""",Город Москва,60000,85000,«руб.»,,https://trudvsem.ru/vacancy/card/1077763410933/a393cd30-ac36-11f1-9f0e-a574101ccb6b,,"Участие в коммерческих проектах внедрения информационных систем в роли аналитика; Анализ бизнес-процессов и данных компании и их формализация; Участие в создании проектной и пользовательской документации; Проектирование структуры данных моделей бизнес-процессов компании; Участие в настройках системы (UI, BI); Настройка моделей бизнес-процессов (например: управление цепочками поставок, бюджетирования); Проектирование и настройка интеграционных потоков; Тестирование настроенного функционала; Консультирование и обучение специалистов Заказчика."
Бизнес-аналитик,"Сбербанк России, ПАО",Город Москва,250000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/f06bf174-ab52-11f1-9652-630d44a9e17d,,"Команда AI-Агентов в рамках стратегически важной инициативы по автономизации функции Казначейства в поиске бизнес-аналитика для обеспечения качества разработки бизнес-требований и внедрению результатов разработки в процесс. ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: участие в организации end-to-end реализации задач: от формирования методологии и ТЗ до промышленного внедрения, мониторинга и визуализации результатов в проект взаимодействие со стейкхолдерами (бизнес-подразделения, методологи, дата-сайентисты и пр.): проведение встреч, выявление потребностей, UX-исследования, согласование требований управление требованиями: формализация бизнес и пользовательских требований, нефункциональных требований на этапе бизнес-анализа. Приоритизация требований, участие в формировании продуктового бэклога. Обработка входящих и заведение исходящих CR (Change Request) - запросов на изменения смежных продуктов, анализ влияния изменений на текущий продукт формирование предложений применения AI-агентов бизнес-процессы и описание логики: моделирование, оптимизация бизнес-процессов (BPMN) интеграции и данные: мэпинг, участие в проектировании интеграционного взаимодействия демо и тестирование: проведение демо-показов продукта (разного масштаба), участие в функциональном тестировании, сбор обратной связи подготовка презентационных, обучающих материалов МЫ ЖДЕМ, ЧТО У ВАС: высшее образование аналитического профиля (техническое, математическое, финансовое) практический опыт работы в банковской среде, желательно в сфере финансов (преимущество) знаешь продуктовую линейку банка для юридических лиц, специфику работы юридических лиц и особенностей их взаимодействия с Банком (преимущество) обладаешь техническими компетенциями: - базовые навыки работы с SQL для анализа данных и построения отчетов (обязательно) - Python для анализа данных в базах данных (преимущество) опыт работы Jira, Confluence и их аналогами (обязательно) используешь нейросети в повседневной работе. Что мы предлагаем: комфортный современный офис рядом с м. Кутузовская ежегодный пересмотр зарплаты, годовую премию корпоративный спортзал и зоны отдыха уникальную систему обучения Сбера для профессионального и карьерного развития расширенный ДМС и льготное страхование для семьи гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера корпоративную пенсионную программу"
Аналитик бизнес-процессов,"АО ""ОЭЗ ППТ ""АЛАБУГА""",Республика Татарстан (Татарстан),90000,127500,«руб.»,,https://trudvsem.ru/vacancy/card/1061674037259/2a4669f8-7b94-11f1-96a1-71ec6ab38b2c,,"Сбор и документирование требований; Поддержка актуальности документации; Моделирование в нотации BPMN/UML; Подготовка презентаций и отчётов по результатам анализа; Взаимодействие с заказчиками и командой разработки (фиксация решений, ведение протоколов)."
Аналитик бизнес-процессов,"АО ""ОЭЗ ППТ ""АЛАБУГА""",Республика Татарстан (Татарстан),90000,127500,«руб.»,,https://trudvsem.ru/vacancy/card/1061674037259/d3631118-7b93-11f1-96a1-71ec6ab38b2c,,"Сбор и документирование требований; Поддержка актуальности документации; Моделирование в нотации BPMN/UML; Подготовка презентаций и отчётов по результатам анализа; Взаимодействие с заказчиками и командой разработки (фиксация решений, ведение протоколов)."
Бизнес-аналитик ИТ,"ООО ""ВЦ ""1С-РАРУС-СПБ""",Город Санкт-Петербург,140000,140000,«руб.»,,https://trudvsem.ru/vacancy/card/5067847177899/798e96b0-a07d-11f1-9845-b5db8f41d690,,"Участие в проведение предпроектных обследований. Формирование функциональных требований, модели процессов, функциональной архитектуры, разработка рекомендаций по изменению бизнес-процессов Участвовать в оценке и планировании работ на проектах, оценка рисков и трудозатрат Разработка и поддержание в актуальном состоянии совместно с аналитиками, проектных документов (проектные решения, ТЗ, спецификации и др), обеспечение необходимого качества документов Организация и проведения тестирования при подготовке к запуску, контроль в период ОПЭ, передача в ПЭ Презентация результатов работы Заказчику Участие в процессе обмена знаниями внутри команды, компании"
