name,company,region,salary_min,salary_max,currency,date,url,requirement,duty
Бизнес-аналитик в продукт «Цифровой рубль для физических лиц»,"Сбербанк России, ПАО",Город Москва,0,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/e58b17a4-a2be-11f1-a751-0d644ff07dbe,,"Станьте частью команды, которая формирует новую реальность финансового рынка России через реализацию продукта «Цифровой рубль». Вы будете работать в тесном взаимодействии с командой над интеграцией инновационного решения в экосистему сервисов для физических лиц. Мы ищем бизнес-аналитика. Чем предстоит заниматься: собирать, анализировать, документировать и согласовывать требования со стейкхолдерами, методологами, командой разработки и аналитиками смежных АС описывать процессы в нотациях BPMN с учетом нормативных документов ЦБ РФ и внутренних стандартов банка проектировать целевые бизнес-процессы в среде ARIS разрабатывать детальное описание клиентского пути (CJM) участвовать в разработке UI/UX-дизайна на основе спроектированного клиентского пути декомпозировать бизнес-требования на задачи для команды разработки поддерживать процесс разработки и тестирования: консультировать команду, участвовать в оценке задач и проводить демо функциональности. Что для нас важно: опыт работы от 2х лет в роли бизнес-аналитика в банковской сфере, финтехе или крупных ИТ-проектах опыт подготовки ТЗ, спецификации, дорожных карт пыт работы с Confluence, Jira и ARIS знание нотаций моделирования (UML, BPMN, EPC, IDEF и т.п.) знание жизненного цикла разработки ПО, проектирования пользовательских интерфейсов, интеграции приложений умение моделировать, описывать и оптимизировать бизнес-процессы навыки применения ИИ в профессиональной деятельности (например, Гигачат, Кандинский). Дополнительном преимуществом будет: опыт работы в банковской сфере, знание банковских бизнес-процессов опыт работы в проектах с микросервисной архитектурой знание протоколов (REST, SOAP) и контейнеров данных (XML, JSON) для передачи информации между системами. Что мы предлагаем: комфортный современный офис рядом с м. Кутузовская гибридный формат работы корпоративный спортзал и зоны отдыха уникальную систему обучения Сбера для профессионального и карьерного развития программу адаптации и помощь руководителя на старте расширенный ДМС и льготное страхование для семьи гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписку Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера корпоративную пенсионную программу."
Бизнес-аналитик по управлению запасами в 1C ERP,"АО ""СЭ""",Город Москва,70000,70000,«руб.»,,https://trudvsem.ru/vacancy/card/1027739393637/35906a07-72b1-11f0-a9f5-d549be31d974,,"Анализировать бизнес-процессы управления запасами и обеспечения потребностей, предлагать технические решения в целях их оптимизации и усовершенствования. Собирать и анализировать требования к внедрению и развитию блока закупки и управления потребностями в 1C ERP. Проектировать решения в соответствии с бизнес-требованиями и лучшими практиками. Разрабатывать технические задания для разработчиков, принимать непосредственное участие в процессе разработки (постановка задачи) и тестировании. Внедрять совместно с бизнесом разработанные решения, вести процесс сбора обратной связи, анализировать результаты внедрения. Вести базу знаний по процессам, управлять изменениями процессов и продукта. Обеспечивать работоспособность бизнес-процессов, лидировать процесс устранения возникающих проблем. Постоянно развивать свои знания, совершенствовать проектные решения."
Главный бизнес-аналитик отдела развития приоритетных отраслей бизнеса,МАЛЫЙ БИЗНЕС МОСКВЫ,Город Москва,150000,150000,«руб.»,,https://trudvsem.ru/vacancy/card/1027700404797/61c66335-aab5-11f1-8911-5f2ee9697035,,"Отдел развития приоритетных отраслей ГБУ «Малый бизнес Москвы» занимается: - проведением системного анализа и выявлением актуальных потребностей бизнеса в разрезе отраслевых сегментов в существующих и перспективных мерах государственной поддержки. - диагностикой административных, финансовых, инфраструктурных и иных ограничений (барьеров), препятствующих устойчивому развитию предпринимательской деятельности, а также готовит предложения по их устранению. - разработкой, реализацией и развитием программ поддержки предпринимателей в разрезе отраслевого сегмента. - оказанием консультационно-методической поддержки в рамках закрепленной за отделом зоны ответственности и компетенций. Обязанности: - Разработка, реализация и сопровождение программ поддержки предпринимателей в приоритетных отраслях экономики города Москвы; - Анализ потребностей предпринимателей в действующих и перспективных мерах государственной поддержки; - Выявление административных, финансовых, инфраструктурных и иных барьеров для развития предпринимательской деятельности и подготовка предложений по их устранению; - Сбор, систематизация и анализ данных для реализации проектов и программ отдела; - Подготовка аналитических, статистических и отчетных материалов; - Подготовка презентаций, справочных материалов, резюме проектов и иных документов по направлению деятельности; - Координация исполнения задач в рамках программ поддержки и проектов отдела; - Организация взаимодействия со структурными подразделениями Учреждения, органами исполнительной власти города Москвы, отраслевыми объединениями и партнерскими организациями; - Участие во внешних и внутренних мероприятиях (выступления), включая подготовку материалов и протоколирование; - Консультационно-методическая поддержка по направлениям деятельности отдела; - Выполнение иных поручений руководителя в рамках своей компетенции. Требования: - Высшее образование; - Опыт работы от 2 лет в сфере управления проектами, аналитики, развития программ, консалтинга или поддержки предпринимательства; - Опыт подготовки аналитических, отчетных и презентационных материалов; - Развитые аналитические способности и системное мышление; - Умение работать с большим объемом информации и структурировать данные; - Продвинутый уровень владения MS Office (Word, Excel, PowerPoint); - Опыт работы с инструментами визуализации данных будет преимуществом; - Опыт работы в системах электронного документооборота и Битрикс24 будет преимуществом; - Грамотная устная и письменная речь; - Ответственность, самостоятельность и умение работать в режиме многозадачности; - Опыт управления проектами или координации рабочих групп будет преимуществом. Условия: - Официальное трудоустройство по ТК РФ с первого рабочего дня; - График работы 5/2 с 09:00 до 18:00; - Стабильная «белая» заработная плата и социальные гарантии; - Корпоративное обучение и возможность профессионального развития за счет организации; - Дружный коллектив и поддерживающая рабочая атмосфера; - Возможность участвовать в разработке и развитии городских программ поддержки предпринимательства. Просим в сопроводительном письме указывать ваши финансовые ожидания. Работа в Правительстве Москвы — это возможность участвовать в развитии предпринимательства столицы и создавать востребованные меры поддержки для бизнеса."
Бизнес-аналитик ИТ,"АО ""КОРДИАНТ""",Город Москва,100000,100000,«руб.»,,https://trudvsem.ru/vacancy/card/1027600842972/561788d8-7620-11f1-ade8-e9462d1b7ee5,,"Администрирование систем BI Компании. Сбор информации о бизнес‑проблемах и возможностях Компании, ведение проектной документации. Обследование, анализ и оптимизация бизнес‑процессов Компании, включая мониторинг актуальных методик и выявление недостатков действующих подходов. Анализ требований заинтересованных сторон с точки зрения качества, оптимальности и эффективности; разработка структуры критериев оценки эффективности моделируемых процессов и функций. Участие в проектах по автоматизации текущей деятельности Компании.Разработка технических заданий, алгоритмов и схем бизнес‑процессов для проектов автоматизации и оптимизации. Создание программных систем и продуктов: написание кода, разработка интерфейсов, отчётов, дашбордов и сопутствующих материалов (эскизы, формы, подготовительные документы).Подготовка пользовательской, технической и эксплуатационной документации. Участие в проектировании архитектуры программных систем. Тестирование программного обеспечения, в т. ч. систем BI и хранилищ данных."
Ассистент бизнес аналитика,"ООО ""ДЛ-ТРАНС""",Город Санкт-Петербург,35000,35000,«руб.»,,https://trudvsem.ru/vacancy/card/1047855009960/8d4eb288-2119-11f1-9ac8-d164183f71d4,,"Участие во внутренних проектах автоматизации процессов на базе информационной системы 1С и других. Сбор и анализ требований для автоматизации информационной базы (1С и другие). Оформление заявок на автоматизацию информационной базы (1С и другие), автоматизированных регулярных отчетов в системе 1С. Анализ внедрения аналитических отчетов в системе 1С. Сбор и формирование данных для подготовки учебных курсов/видеокурсов для внутреннего обучения."
Аналитик бизнес-процессов,"АО ""СЭ""",Город Москва,70000,70000,«руб.»,,https://trudvsem.ru/vacancy/card/1027739393637/6e04b0a5-629e-11ee-97aa-e7d0d2cf29b1,"Условия: Оформление в соответствии с трудовым законодательством РФ; Конкурентный уровень дохода (оклад + бонус); ДМС (со стоматологией) и страхование от несчастных случаев с первой недели работы; Гибкие рабочие часы и частичная работа из дома (гибридный график); Дополнительные оплачиваемые отпуска по семейным обстоятельствам; Корпоративная программа скидок и привилегий PrimeZone; Корпоративный транспорт от м. Марьина роща; Мобильная связь, ноутбук для продуктивной работы; Возможность вертикального и горизонтального роста, обучение и развитие в компании.","Проводить сбор информации, описание и моделирование бизнес-процессов отдела; Описывать существующие бизнес-процессы в компании, выделять, оптимизировать и формализовывать бизнес-процессы; Подготавливать операционные инструкции, следить за их актуализацией; Составлять функциональные требования для команды по цифровизации с целью автоматизации бизнес-процессов; Составлять карты рабочего времени сотрудников, проводить полевые аудиты рабочего времени сотрудников; Проводить внутренний аудит существующих бизнес-процессов отдела; Готовить, участвовать в проведении корпоративного внутреннего (SPS) и внешнего аудита. Организовывать процесс контроля и устранения замечаний. Составлять карты рабочего времени сотрудников; Выявлять неэффективные участки бизнес-процессов, организовывать работу по их устранению; Проводить обучение сотрудников отдела по процессам; Организовывать работу по описанию/ актуализации/реинжинирингу процессов, наполнению процессной базы; Консультировать руководителей и сотрудников подразделений отдела о порядке изменения организационных структур и необходимом пакете документов. Оказывать помощь в их подготовке."
Аналитик бизнес-процессов,"МКУ ""ЕДДС Г.НОВОМОСКОВСК""",Тульская область,45000,50000,«руб.»,,https://trudvsem.ru/vacancy/card/1127154022137/c677f4ec-be40-11f0-9c68-9d153624f252,,"1. Проводить анализ поступившей в оперативную дежурную смену ЕДДС информации; 2. Осуществлять сбор и обработку данных, поступающих в оперативную дежурную смену ЕДДС, необходимых для подготовки и принятия управленческих решений по предупреждению и ликвидации чрезвычайных ситуаций, аварий, происшествий; 3. Обрабатывать и анализировать данные о чрезвычайных ситуациях, авариях, происшествиях, в том числе поступающие от различных автоматизированных систем и оконечных устройств, определять масштабы, и вносить предложения по составу сил, привлекаемых для реагирования на чрезвычайные ситуации, аварии, происшествия с последующим доведением результатов руководствую; 4. Обобщать, оценивать данные оперативной обстановки, достаточность принятых мер по ликвидации чрезвычайных ситуаций и реагированию на происшествие; 5. Подготавливать и представлять доклады (донесения) об угрозе или возникновении чрезвычайной ситуации, аварии, происшествии, сложившейся обстановке, возможных вариантах решений и действиях по ликвидации чрезвычайной ситуации, происшествия, аварии в вышестоящие органы управления по подчиненности; 6. Вести и совершенствовать информационно-справочные базы данных; 7. Вести документацию по мониторингу состояния комплексной безопасности объектов социального назначения, здравоохранения и образования с круглосуточным пребыванием людей; 8. Подготавливать проекты текстов (информации) для размещения на официальных страницах ЕДДС в социальных сетях; 9. Использовать существующую систему видеонаблюдения для получения дополнительной (уточняющей) информации при угрозе возникновения и (или) возникновения ЧС, аварий, происшествий; 10. Работать с программными средствами, используемыми в деятельности ЕДДС."
Бизнес-аналитик по продажам,"ООО ""БИРСЭЛ""",Алтайский край,33350,33350,«руб.»,,https://trudvsem.ru/vacancy/card/1232200013715/4dd01918-5426-11f1-bb82-7f8bb357025f,,составление необходимой отчетной документации для отдела и для поставщиков составление прогнозов для менеджеров отдела закупа подготовка аналитических материалов по заявкам руководителя; создание и наполнение собственной базы данных Отдела на основе получаемой в ходе работы информации; взаимодействие с поставщиками по формам отчетности
Бизнес-аналитик ИТ,"ООО ""ЦИФРА""",Воронежская область,80000,80000,«руб.»,,https://trudvsem.ru/vacancy/card/1223600015924/657064cf-f5d1-11f0-ba7d-9959eb3311ba,,"Подключать новые проекты на готовых шаблонах; Поддерживать систему сквозной аналитики на клиентских проектах, вносить правки и изменения; Подготавливать дашборды: построение воронки продаж от расходов до выручки по рекламным каналам и сотрудникам; Подключаться к различным источникам данных: Яндекс.Директ, Яндекс.Метрика, Google Sheets, Calltouch, Битрикс24, AmoCRM и другие медицинские системы"
Бизнес-аналитик ИТ,"ООО ""НОРНИКЕЛЬ СПУТНИК""",Саратовская область,65000,70000,«руб.»,,https://trudvsem.ru/vacancy/card/1107746199043/7c40d5e8-ac24-11f1-86d3-9d322d9153e2,,"Выполнение контрольных процедур по качеству оказываемых ИТ-услуг, выявление ошибок. Анализ выявляемых ошибок, определение проблемных областей. Участие в формировании плана мероприятий, направленных на повышение качества оказываемых услуг. Мониторинг статуса выполнения мероприятий по устранению выявленных недостатков."
Ведущий бизнес-аналитик,МАЛЫЙ БИЗНЕС МОСКВЫ,Город Москва,109195,109195,«руб.»,,https://trudvsem.ru/vacancy/card/1027700404797/f4d7fa35-aaba-11f1-9652-630d44a9e17d,"Условия: · График работы 5/2 с 9.00 до 18.00 ( только офис, с 9.00 до 18.00) · Полная защита: Оформление по ТК РФ с первого дня, все социальные гарантии и стабильная ""белая"" зарплата без задержек Ваше развитие - наш приоритет: · Инвестируем в Вас: Полноценное корпоративное обучение и повышение квалификации за счет организации . Мы поможем вам стать экспертом в вашей области! · Сильная команда: Вы попадете в дружный и профессиональный коллектив, где ценят инициативу, поддерживают и вместе достигают целей Присоединяйтесь к команде, где Ваша экспертиза будет расти, а вклад - заметен! Просим в сопроводительном письме указывать ваши финансовые ожидания Работа в Правительстве Москвы — это возможность делать наш город современнее и удобнее. Если ты тоже неравнодушен к Москве, хочешь развивать ее и развиваться сам, присоединяйся к нашей команде! Твой город – твоё дело!","· Консультирование заявителей по вопросам открытия собственного дела, ведения и развития бизнеса · Консультирование заявителей о получении мер поддержки от города · Подготовка документов для регистрации ИП/ООО · Подготовка документов для внесения изменений в ЕГРЮЛ/ЕГРИП · Подготовка документов на закрытие бизнеса (ООО/ИП) · Подготовка ответов на запросы предпринимателей · Подготовка отчетных материалов · Работа с активным очным клиент потоком"
Аналитик бизнес-процессов,"ООО ""КА ЭКСПОРТ""",Город Санкт-Петербург,70000,80000,«руб.»,,https://trudvsem.ru/vacancy/card/1147847208937/39cc1ef8-a53e-11f1-aa6f-e58ffaa23423,,"Сбор и обработка данных, анализ логистических показателей (KPI). Оптимизация маршрутов и транспортных потоков, поиск узких мест и точек роста. Внедрение аналитических инструментов и систем управления транспортом. Формирование функциональных требований к системам и доработкам, мониторинг и оценка результатов внедрённых изменений"
Бизнес/системный аналитик,"Сбербанк России, ПАО",Город Москва,0,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/24626144-a52b-11f1-9aec-cbfee221c3c1,,"Разрабатываем инструмент передачи данных в пакетном режиме из точки A в точку B между системами обработки данных на базе Hadoop, GreenPlum, PostgreSQL, Kafka. Наш сервис построен на базе промышленных ETL-инструментов. Гибкий механизм реализует автогенерацию интеграционных ETL-процессов, которые исполняются на собственных кластерных мощностях. Обязанности проработка требований пользователей к доработке сервиса поставки данных формирование требований по улучшению UI формирование требований к AI системе консультации пользователей по работе сервиса подготовка материалов для обучения AI описание CJM пользователей продукта, подготовка предложений по его оптимизации. Требования опыт проработки и описания технических требований пользователей знание SQL понимание DWH понимание принципов ETL / ELT инструментальное владение AI для анализа, генерации и автоматизации. Будет плюсом: опыт работы хотя бы с 1 тех. стеком хранения данных (Hadoop, GreenPlum, PostgreSQL, Kafka) работа с инструментами поставки данных Informatica PowerCenter / Trino. Условия комфортный современный офис г Москва, наб Новоданиловская (БЦ Даниловский Форт, ДФ), 10 возможность выбрать удобный график – офис/гибрид ежегодный пересмотр зарплаты и годовая премия более 400 образовательных программ СберУниверситета для профессионального и карьерного развития  программа адаптации и помощь руководителя на старте расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера."
Аналитик бизнес-процессов,"АО ""ЯРОСЛАВСКИЕ ЭНЕРГОСИСТЕМЫ""",Ярославская область,67217,67217,«руб.»,,https://trudvsem.ru/vacancy/card/1177627002068/e0e1f758-0741-11f1-93cf-9fd44cff2ded,,"Разработка локальных нормативных актов по вопросам описания, анализа, моделирования и оптимизации бизнес-процессов и их дальнейшее сопровождение. Аудит, анализ бизнес-процессов.Выявление проблем. Сбор информации. Взаимодействие с заинтересованными сторонами"
Бизнес-аналитик ИТ,"ООО ""КОРДИАНТ УЛЬЯНОВСК""",Ульяновская область,45000,50000,«руб.»,,https://trudvsem.ru/vacancy/card/1137325002870/c83fcf38-7c57-11f1-96a1-71ec6ab38b2c,,"Обследование существующих информационных систем. Предоставление информации бизнесу посредством системы мониторинга обращений. Предложения по оптимизации, ведение доработок нового функционала. Общение с бизнес-подразделениями на предмет автоматизации имеющихся процессов. Проведение интервью, сбор требований, написание ТЗ по автоматизации процессов. Общение с разработчиками бизнес приложений в рамках доработок и открытых инцидентов. Контроль соответствия результатов доработок функциональным требованиям. Участие в приемо-сдаточных испытаниях (UAT). Разработка пользовательских инструкций и обучающих материалов и поддержание их в актуальном состоянии. Консультирование коллег в рамках своей зоны ответственности"
Senior бизнес-аналитик (модель цифровых валют),"Сбербанк России, ПАО",Город Москва,300000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/4b017fc4-b19c-11f1-8d49-87737c72b836,,"Команда блока Финансов развивает платформу для создания операционно-драйверных моделей доходов, расходов и детальных прогнозов. Команда переводит расчётные модели из Excel и разрозненных процессов в воспроизводимые решения с управляемыми данными, сценариями, версиями и понятным пользовательским путём. Сейчас требуется бизнес-аналитик для создания драйверной модели развития и экономики цифровых валют: от подключения клиентов и инфраструктуры до активности, транзакционных потоков, остатков, затрат, рисков и влияния на действующие банковские продукты. Чем предстоит заниматься: определять бизнес-границы цифрового продукта и используемую терминологию моделировать воронку подключения, активации и использования описывать транзакционные события, статусы, отмены, возвраты и дубли формировать сценарии при недостатке исторических данных и назначать владельцев допущений определять показатели активности, объёма, стоимости и каннибализации строить прототипы, готовить требования и калибровать модель по факту. Мы ждем, что вы: имеете опыт автоматизации финансового планирования, расчётных моделей или аналитических продуктов имеете опыт в платежах, транзакционных продуктах, цифровом банкинге, кошельках или регулируемых цифровых активах имеете опыт сценарного планирования нового продукта при ограниченной истории отлично владеете SQL: joins, агрегаты, оконные функции, профилирование и reconciliation между источниками cпособны разобрать Excel-модель: формулы, макросы, входы, допущения, ручные корректировки и контрольные итоги имеете опыт проведения discovery и интервью, описания as-is/to-be и согласования противоречивых требований имеете опыт постановки задач разработчикам, написания acceptance criteria и проведения UAT умеете быстро собрать проверяемый прототип в Excel, SQL или BI имеете опыт построения или автоматизации сложных cash-flow-моделей имеете опыт работы с ИИ-инструментами. Что мы предлагаем: комфортный современный офис рядом с м. Кутузовская ежегодный пересмотр зарплаты, годовую премию корпоративный спортзал и зоны отдыха уникальную систему обучения Сбера для профессионального и карьерного развития расширенный ДМС и льготное страхование для семьи гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписку Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера корпоративную пенсионную программу."
Senior бизнес-аналитик (вклады),"Сбербанк России, ПАО",Город Москва,300000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/4becf134-b19c-11f1-a09f-73c3ab43c06d,,"Команда блока Финансы развивает платформу для создания операционно-драйверных моделей доходов, расходов и детальных прогнозов. Команда переводит расчётные модели из Excel и разрозненных процессов в воспроизводимые решения с управляемыми данными, сценариями, версиями и понятным пользовательским путём. Миссия роли: создать единую модель вкладов, связывающую клиентское поведение, ставки, сроки, продуктовый микс и каналы с остатками, процентными расходами, маржинальностью и потребностью банка в фондировании. Чем предстоит заниматься: анализировать модели депозитного портфеля и формализовать stock-flow логику моделировать когорты, сроки, новые продажи, продления и досрочные закрытия оценивать влияние ставки, продуктового и клиентского микса и каналов. определять источники, grain, DQ и контрольные сверки совместно с архитектором строить прототипы и backtest; согласовывать методологию с продуктом, финансами и ALM готовить требования, проводить UAT и внедрять модель в регулярное планирование. Мы ждем, что вы: имеете опыт работы с депозитами, пассивами, ALM, FTP или банковским финансовым планированием имеете опыт автоматизации финансового планирования, расчётных моделей или аналитических продуктов отлично владеете SQL: joins, агрегаты, оконные функции, профилирование и reconciliation между источниками cпособны разобрать Excel-модель: формулы, макросы, входы, допущения, ручные корректировки и контрольные итоги имеете опыт проведения discovery и интервью, описания as-is/to-be и согласования противоречивых требований понимаете показатели, драйверы, коэффициенты, чувствительности, сценарии и plan/fact/forecast имеете опыт постановки задач разработчикам, написания acceptance criteria и проведения UAT умеете быстро собрать проверяемый прототип в Excel, SQL или BI имеете опыт построения или автоматизации сложных cash-flow-моделей имеете опыт работы с ИИ-инструментами. Что мы предлагаем: комфортный современный офис рядом с м. Кутузовская ежегодный пересмотр зарплаты, годовую премию корпоративный спортзал и зоны отдыха уникальную систему обучения Сбера для профессионального и карьерного развития расширенный ДМС и льготное страхование для семьи гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписку Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера корпоративную пенсионную программу."
Бизнес-аналитик по кредитованию юрлиц,"Сбербанк России, ПАО",Город Москва,250000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/7e5546f4-ab74-11f1-8911-5f2ee9697035,,"Команда занимается создание ИИ продукта по кредитованию юридических лиц Чем предстоит заниматься: определение целей агента для управления структурой продуктов и процесса ценообразования, образа результата, фиксация заказчика и стейкхолдеров синхронизацией и приоритизацией (если необходимо) целей включая RoRWA и ALM-индекс, допустимого уровня качественных показателей и плана проекта формированием рисков проекта, согласованием плана, регулярным трекингом плана постановкой задач в ИТ в соответствии с правилами работы контролировать этапы IT-разработки модели сопровождать процессы при размещении агентов на фронте смежников, общая координация, обеспечение включения в бэклоги смежных команд проведение dev стенд, ИФТ, ПСИ Мы ждем что, вы: имеете образование физмат/ИТ имеете знания основ финансов, риск менеджмента, ALM имеете знания и опыт работы в agile имеете знания и использование в работе AI Что мы предлагаем: комфортный современный офис рядом с м. Кутузовская ежегодный пересмотр зарплаты, годовую премию корпоративный спортзал и зоны отдыха уникальную систему обучения Сбера для профессионального и карьерного развития расширенный ДМС и льготное страхование для семьи гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера корпоративную пенсионную программу"
